#####################################################################
# Alchemist log file - simulation started at: 2025-03-03T13:28+0000 #
#####################################################################
#
# seed = 7.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord number-of-leaves network-diameter[max] network-diameter[mean] network-diameter[median] network-density[max] network-density[mean] network-density[variance] network-density[median] network-density[StandardDeviation] nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] 
9.0 8 15.179953579562785 3.2981817860056917 5.0 3.0 3.0 3.0 0.96 0.27 0.11 0.13 0.34 4.0 2.5 1.1 2.0 1.1 3.00 0.875 1.84 0.00 1.36 0.102 0.100 4.33e-07 0.100 0.000658 37.0 17.0 301 12.3 17.4 0.175 0.114 0.000956 0.100 0.0309
10.0 8 15.179953579562785 3.2981817860056917 5.0 3.0 3.0 3.0 0.96 0.27 0.11 0.13 0.34 4.0 2.5 1.1 2.0 1.1 3.00 0.875 1.84 0.00 1.36 0.102 0.100 4.33e-07 0.100 0.000658 15.7 10.5 27.4 11.7 5.23 0.175 0.114 0.000956 0.100 0.0309
11.0 8 15.179953579562785 3.2981817860056917 5.0 3.0 3.0 3.0 0.96 0.27 0.11 0.13 0.34 4.0 2.5 1.1 2.0 1.1 3.00 0.875 1.84 0.00 1.36 0.102 0.100 4.33e-07 0.100 0.000658 15.7 10.5 27.4 11.7 5.23 0.175 0.114 0.000956 0.100 0.0309
12.0 8 15.179953579562785 3.2981817860056917 5.0 3.0 3.0 3.0 0.96 0.27 0.11 0.13 0.34 4.0 2.5 1.1 2.0 1.1 3.00 0.875 1.84 0.00 1.36 0.102 0.100 4.33e-07 0.100 0.000658 15.7 10.5 27.4 11.7 5.23 0.175 0.114 0.000956 0.100 0.0309
13.0 11 17.296823158646475 4.834713233978117 7.0 4.0 4.0 4.0 1.3 0.28 0.16 0.10 0.40 5.0 2.7 1.4 2.0 1.2 3.00 0.909 1.89 0.00 1.38 0.102 0.100 3.11e-07 0.100 0.000558 15.7 7.63 43.2 5.74 6.57 0.175 0.110 0.000712 0.100 0.0267
14.0 11 17.296823158646475 4.834713233978117 7.0 4.0 4.0 4.0 1.3 0.28 0.16 0.10 0.40 5.0 2.7 1.4 2.0 1.2 3.00 0.909 1.89 0.00 1.38 0.102 0.100 3.11e-07 0.100 0.000558 15.7 7.63 43.2 5.74 6.57 0.175 0.115 0.000837 0.100 0.0289
15.0 11 17.296823158646475 4.834713233978117 7.0 4.0 4.0 4.0 1.3 0.28 0.16 0.10 0.40 5.0 2.7 1.4 2.0 1.2 3.00 0.909 1.89 0.00 1.38 0.102 0.100 3.11e-07 0.100 0.000558 15.7 7.63 43.2 5.74 6.57 0.175 0.117 0.00107 0.100 0.0327
16.0 11 17.296823158646475 4.834713233978117 7.0 4.0 4.0 4.0 1.3 0.28 0.16 0.10 0.40 5.0 2.7 1.4 2.0 1.2 3.00 0.909 1.89 0.00 1.38 0.102 0.100 3.11e-07 0.100 0.000558 15.7 7.94 46.4 5.74 6.81 0.188 0.119 0.00120 0.100 0.0346
17.0 11 17.296823158646475 4.834713233978117 7.0 4.0 4.0 4.0 1.3 0.28 0.16 0.10 0.40 5.0 2.7 1.4 2.0 1.2 3.00 0.909 1.89 0.00 1.38 0.102 0.100 3.11e-07 0.100 0.000558 12.8 5.99 15.5 5.65 3.93 0.188 0.119 0.00120 0.100 0.0346
18.0 11 17.296823158646475 4.834713233978117 7.0 4.0 4.0 4.0 1.3 0.28 0.16 0.10 0.40 5.0 2.7 1.4 2.0 1.2 3.00 0.909 1.89 0.00 1.38 0.102 0.100 3.11e-07 0.100 0.000558 12.8 5.99 15.5 5.65 3.93 0.188 0.119 0.00120 0.100 0.0346
19.0 11 17.296823158646475 4.834713233978117 7.0 4.0 4.0 4.0 1.3 0.28 0.16 0.10 0.40 5.0 2.7 1.4 2.0 1.2 3.00 0.909 1.89 0.00 1.38 0.102 0.100 3.11e-07 0.100 0.000558 12.8 5.99 15.5 5.65 3.93 0.188 0.119 0.00120 0.100 0.0346
20.0 11 17.296823158646475 4.834713233978117 7.0 4.0 4.0 4.0 1.3 0.28 0.16 0.10 0.40 5.0 2.7 1.4 2.0 1.2 3.00 0.909 1.89 0.00 1.38 0.102 0.100 3.11e-07 0.100 0.000558 12.8 5.99 15.5 5.65 3.93 0.188 0.119 0.00120 0.100 0.0346
21.0 12 17.07997383232206 5.321188835023983 7.0 4.0 4.0 4.0 1.4 0.28 0.18 0.11 0.42 5.0 2.8 1.1 2.5 1.0 3.00 0.917 1.72 0.00 1.31 0.102 0.100 6.64e-07 0.100 0.000815 12.8 5.49 17.0 4.46 4.13 0.188 0.117 0.00111 0.100 0.0333
22.0 12 17.07997383232206 5.321188835023983 7.0 4.0 4.0 4.0 1.4 0.28 0.18 0.11 0.42 5.0 2.8 1.1 2.5 1.0 3.00 0.917 1.72 0.00 1.31 0.102 0.100 6.64e-07 0.100 0.000815 12.8 5.49 17.0 4.46 4.13 0.188 0.113 0.00146 0.100 0.0382
23.0 12 17.07997383232206 5.321188835023983 7.0 4.0 4.0 4.0 1.4 0.28 0.18 0.11 0.42 5.0 2.8 1.1 2.5 1.0 3.00 0.917 1.72 0.00 1.31 0.102 0.100 6.64e-07 0.100 0.000815 12.8 5.49 17.0 4.46 4.13 0.188 0.111 0.00135 0.100 0.0367
24.0 12 17.07997383232206 5.321188835023983 7.0 4.0 4.0 4.0 1.4 0.28 0.18 0.11 0.42 5.0 2.8 1.1 2.5 1.0 3.00 0.917 1.72 0.00 1.31 0.102 0.100 6.64e-07 0.100 0.000815 12.8 5.49 17.0 4.46 4.13 0.188 0.110 0.00122 0.100 0.0349
25.0 12 17.07997383232206 5.321188835023983 7.0 4.0 4.0 4.0 1.4 0.28 0.18 0.11 0.42 5.0 2.8 1.1 2.5 1.0 3.00 0.917 1.72 0.00 1.31 0.102 0.100 6.64e-07 0.100 0.000815 14.2 5.73 21.1 4.46 4.59 0.181 0.110 0.00115 0.100 0.0339
26.0 12 17.07997383232206 5.321188835023983 7.0 4.0 4.0 4.0 1.4 0.28 0.18 0.11 0.42 5.0 2.8 1.1 2.5 1.0 3.00 0.917 1.72 0.00 1.31 0.102 0.100 6.64e-07 0.100 0.000815 14.2 3.84 21.8 2.10 4.67 0.181 0.110 0.00115 0.100 0.0339
27.0 12 17.07997383232206 5.321188835023983 7.0 4.0 4.0 4.0 1.4 0.28 0.18 0.11 0.42 5.0 2.8 1.1 2.5 1.0 3.00 0.917 1.72 0.00 1.31 0.102 0.100 6.64e-07 0.100 0.000815 14.2 3.84 21.8 2.10 4.67 0.181 0.110 0.00115 0.100 0.0339
28.0 12 17.07997383232206 5.321188835023983 7.0 4.0 4.0 4.0 1.4 0.28 0.18 0.11 0.42 5.0 2.8 1.1 2.5 1.0 3.00 0.917 1.72 0.00 1.31 0.102 0.100 6.64e-07 0.100 0.000815 14.2 3.84 21.8 2.10 4.67 0.181 0.110 0.00115 0.100 0.0339
29.0 12 17.07997383232206 5.321188835023983 7.0 4.0 4.0 4.0 1.4 0.28 0.18 0.11 0.42 5.0 2.8 1.1 2.5 1.0 3.00 0.917 1.72 0.00 1.31 0.102 0.100 6.64e-07 0.100 0.000815 14.2 3.84 21.8 2.10 4.67 0.181 0.110 0.00115 0.100 0.0339
30.0 12 17.07997383232206 5.321188835023983 7.0 4.0 4.0 4.0 1.4 0.28 0.18 0.11 0.42 5.0 2.8 1.1 2.5 1.0 3.00 0.917 1.72 0.00 1.31 0.102 0.100 6.64e-07 0.100 0.000815 14.2 3.84 21.8 2.10 4.67 0.181 0.110 0.00115 0.100 0.0339
31.0 13 16.946654508709155 4.786238361265349 7.0 4.0 4.0 4.0 1.6 0.29 0.20 0.11 0.44 5.0 3.1 0.74 3.0 0.86 3.00 0.923 1.58 0.00 1.26 0.102 0.100 6.19e-07 0.100 0.000787 14.2 3.54 21.1 1.66 4.60 0.181 0.109 0.00106 0.100 0.0325
32.0 13 16.946654508709155 4.786238361265349 7.0 4.0 4.0 4.0 1.6 0.29 0.20 0.11 0.44 5.0 3.1 0.74 3.0 0.86 3.00 0.923 1.58 0.00 1.26 0.102 0.100 6.19e-07 0.100 0.000787 14.2 3.54 21.1 1.66 4.60 0.181 0.105 0.00132 0.100 0.0364
33.0 13 16.946654508709155 4.786238361265349 7.0 4.0 4.0 4.0 1.6 0.29 0.20 0.11 0.44 5.0 3.1 0.74 3.0 0.86 3.00 0.923 1.58 0.00 1.26 0.102 0.100 6.19e-07 0.100 0.000787 14.2 3.54 21.1 1.66 4.60 0.181 0.105 0.00132 0.100 0.0364
34.0 13 16.946654508709155 4.786238361265349 7.0 4.0 4.0 4.0 1.6 0.29 0.20 0.11 0.44 5.0 3.1 0.74 3.0 0.86 3.00 0.923 1.58 0.00 1.26 0.102 0.100 6.19e-07 0.100 0.000787 14.2 3.54 21.1 1.66 4.60 0.181 0.105 0.00132 0.100 0.0364
35.0 13 16.946654508709155 4.786238361265349 7.0 4.0 4.0 4.0 1.6 0.29 0.20 0.11 0.44 5.0 3.1 0.74 3.0 0.86 3.00 0.923 1.58 0.00 1.26 0.102 0.100 6.19e-07 0.100 0.000787 14.2 3.54 21.1 1.66 4.60 0.181 0.105 0.00132 0.100 0.0364
36.0 13 16.946654508709155 4.786238361265349 7.0 4.0 4.0 4.0 1.6 0.29 0.20 0.11 0.44 5.0 3.1 0.74 3.0 0.86 3.00 0.923 1.58 0.00 1.26 0.102 0.100 6.19e-07 0.100 0.000787 15.5 3.72 25.1 1.66 5.01 0.163 0.102 0.00109 0.100 0.0330
37.0 13 16.946654508709155 4.786238361265349 7.0 4.0 4.0 4.0 1.6 0.29 0.20 0.11 0.44 5.0 3.1 0.74 3.0 0.86 3.00 0.923 1.58 0.00 1.26 0.102 0.100 6.19e-07 0.100 0.000787 15.5 4.40 30.6 1.66 5.53 0.163 0.102 0.00109 0.100 0.0330
38.0 13 16.946654508709155 4.786238361265349 7.0 4.0 4.0 4.0 1.6 0.29 0.20 0.11 0.44 5.0 3.1 0.74 3.0 0.86 3.00 0.923 1.58 0.00 1.26 0.102 0.100 6.19e-07 0.100 0.000787 15.5 4.40 30.6 1.66 5.53 0.163 0.102 0.00109 0.100 0.0330
39.0 13 16.946654508709155 4.786238361265349 7.0 4.0 4.0 4.0 1.6 0.29 0.20 0.11 0.44 5.0 3.1 0.74 3.0 0.86 3.00 0.923 1.58 0.00 1.26 0.102 0.100 6.19e-07 0.100 0.000787 15.5 4.40 30.6 1.66 5.53 0.163 0.102 0.00109 0.100 0.0330
40.0 13 16.946654508709155 4.786238361265349 7.0 4.0 4.0 4.0 1.6 0.29 0.20 0.11 0.44 5.0 3.1 0.74 3.0 0.86 3.00 0.923 1.58 0.00 1.26 0.102 0.100 6.19e-07 0.100 0.000787 15.5 4.40 30.6 1.66 5.53 0.163 0.102 0.00109 0.100 0.0330
41.0 13 16.946654508709155 4.786238361265349 7.0 4.0 4.0 4.0 1.6 0.29 0.20 0.11 0.44 5.0 3.1 0.74 3.0 0.86 3.00 0.923 1.58 0.00 1.26 0.102 0.100 6.19e-07 0.100 0.000787 15.5 4.40 30.6 1.66 5.53 0.163 0.102 0.00109 0.100 0.0330
42.0 15 16.79105000066168 4.1139424561797115 8.0 4.0 4.0 4.0 1.8 0.29 0.23 0.11 0.48 5.0 3.6 1.1 4.0 1.1 3.00 0.933 1.50 0.00 1.22 0.102 0.100 5.45e-07 0.100 0.000738 15.5 3.81 28.6 1.35 5.35 0.163 0.102 0.000935 0.100 0.0306
43.0 15 16.79105000066168 4.1139424561797115 8.0 4.0 4.0 4.0 1.8 0.29 0.23 0.11 0.48 5.0 3.6 1.1 4.0 1.1 3.00 0.933 1.50 0.00 1.22 0.102 0.100 5.45e-07 0.100 0.000738 15.5 3.81 28.6 1.35 5.35 0.163 0.102 0.000935 0.100 0.0306
44.0 15 16.79105000066168 4.1139424561797115 8.0 4.0 4.0 4.0 1.8 0.29 0.23 0.11 0.48 5.0 3.6 1.1 4.0 1.1 3.00 0.933 1.50 0.00 1.22 0.102 0.100 5.45e-07 0.100 0.000738 15.5 3.81 28.6 1.35 5.35 0.163 0.102 0.000935 0.100 0.0306
45.0 15 16.79105000066168 4.1139424561797115 8.0 4.0 4.0 4.0 1.8 0.29 0.23 0.11 0.48 5.0 3.6 1.1 4.0 1.1 3.00 0.933 1.50 0.00 1.22 0.102 0.100 5.45e-07 0.100 0.000738 15.5 3.81 28.6 1.35 5.35 0.163 0.102 0.000935 0.100 0.0306
46.0 15 16.79105000066168 4.1139424561797115 8.0 4.0 4.0 4.0 1.8 0.29 0.23 0.11 0.48 5.0 3.6 1.1 4.0 1.1 3.00 0.933 1.50 0.00 1.22 0.102 0.100 5.45e-07 0.100 0.000738 15.5 3.81 28.6 1.35 5.35 0.163 0.102 0.000935 0.100 0.0306
47.0 15 16.79105000066168 4.1139424561797115 8.0 4.0 4.0 4.0 1.8 0.29 0.23 0.11 0.48 5.0 3.6 1.1 4.0 1.1 3.00 0.933 1.50 0.00 1.22 0.102 0.100 5.45e-07 0.100 0.000738 16.7 4.17 36.8 1.35 6.07 0.163 0.102 0.000935 0.100 0.0306
48.0 15 16.79105000066168 4.1139424561797115 8.0 4.0 4.0 4.0 1.8 0.29 0.23 0.11 0.48 5.0 3.6 1.1 4.0 1.1 3.00 0.933 1.50 0.00 1.22 0.102 0.100 5.45e-07 0.100 0.000738 16.7 4.82 27.1 2.11 5.21 0.163 0.102 0.000935 0.100 0.0306
49.0 15 16.79105000066168 4.1139424561797115 8.0 4.0 4.0 4.0 1.8 0.29 0.23 0.11 0.48 5.0 3.6 1.1 4.0 1.1 3.00 0.933 1.50 0.00 1.22 0.102 0.100 5.45e-07 0.100 0.000738 16.7 4.82 27.1 2.11 5.21 0.163 0.102 0.000935 0.100 0.0306
50.0 15 16.79105000066168 4.1139424561797115 8.0 4.0 4.0 4.0 1.8 0.29 0.23 0.11 0.48 5.0 3.6 1.1 4.0 1.1 3.00 0.933 1.50 0.00 1.22 0.102 0.100 5.45e-07 0.100 0.000738 16.7 4.82 27.1 2.11 5.21 0.163 0.102 0.000935 0.100 0.0306
51.0 15 16.79105000066168 4.1139424561797115 8.0 4.0 4.0 4.0 1.8 0.29 0.23 0.11 0.48 5.0 3.6 1.1 4.0 1.1 3.00 0.933 1.50 0.00 1.22 0.102 0.100 5.45e-07 0.100 0.000738 16.7 4.82 27.1 2.11 5.21 0.163 0.102 0.000935 0.100 0.0306
52.0 15 16.79105000066168 4.1139424561797115 8.0 4.0 4.0 4.0 1.8 0.29 0.23 0.11 0.48 5.0 3.6 1.1 4.0 1.1 3.00 0.933 1.50 0.00 1.22 0.102 0.100 5.45e-07 0.100 0.000738 16.7 4.82 27.1 2.11 5.21 0.163 0.102 0.000935 0.100 0.0306
53.0 16 16.13194740716666 3.966177929388349 8.0 5.0 5.0 5.0 1.9 0.30 0.25 0.11 0.50 5.0 3.6 1.5 4.0 1.2 3.00 0.938 1.40 0.500 1.18 0.102 0.100 5.14e-07 0.100 0.000717 16.7 4.52 26.8 2.09 5.17 0.163 0.102 0.000873 0.100 0.0295
54.0 16 16.13194740716666 3.966177929388349 8.0 5.0 5.0 5.0 1.9 0.30 0.25 0.11 0.50 5.0 3.6 1.5 4.0 1.2 3.00 0.938 1.40 0.500 1.18 0.102 0.100 5.14e-07 0.100 0.000717 16.7 4.52 26.8 2.09 5.17 0.163 0.0985 0.00104 0.100 0.0323
55.0 16 16.13194740716666 3.966177929388349 8.0 5.0 5.0 5.0 1.9 0.30 0.25 0.11 0.50 5.0 3.6 1.5 4.0 1.2 3.00 0.938 1.40 0.500 1.18 0.102 0.100 5.14e-07 0.100 0.000717 16.7 4.52 26.8 2.09 5.17 0.163 0.0970 0.00107 0.100 0.0328
56.0 16 16.13194740716666 3.966177929388349 8.0 5.0 5.0 5.0 1.9 0.30 0.25 0.11 0.50 5.0 3.6 1.5 4.0 1.2 3.00 0.938 1.40 0.500 1.18 0.102 0.100 5.14e-07 0.100 0.000717 16.7 4.52 26.8 2.09 5.17 0.163 0.0962 0.00116 0.100 0.0341
57.0 16 16.13194740716666 3.966177929388349 8.0 5.0 5.0 5.0 1.9 0.30 0.25 0.11 0.50 5.0 3.6 1.5 4.0 1.2 3.00 0.938 1.40 0.500 1.18 0.102 0.100 5.14e-07 0.100 0.000717 16.7 4.52 26.8 2.09 5.17 0.163 0.0962 0.00116 0.100 0.0341
58.0 16 16.13194740716666 3.966177929388349 8.0 5.0 5.0 5.0 1.9 0.30 0.25 0.11 0.50 5.0 3.6 1.5 4.0 1.2 3.00 0.938 1.40 0.500 1.18 0.102 0.100 5.14e-07 0.100 0.000717 17.7 4.72 31.9 2.09 5.65 0.163 0.0956 0.00112 0.100 0.0335
59.0 16 16.13194740716666 3.966177929388349 8.0 5.0 5.0 5.0 1.9 0.30 0.25 0.11 0.50 5.0 3.6 1.5 4.0 1.2 3.00 0.938 1.40 0.500 1.18 0.102 0.100 5.14e-07 0.100 0.000717 17.7 3.76 28.1 1.85 5.30 0.163 0.0956 0.00112 0.100 0.0335
60.0 16 16.13194740716666 3.966177929388349 8.0 5.0 5.0 5.0 1.9 0.30 0.25 0.11 0.50 5.0 3.6 1.5 4.0 1.2 3.00 0.938 1.40 0.500 1.18 0.102 0.100 5.14e-07 0.100 0.000717 17.7 3.76 28.1 1.85 5.30 0.163 0.0956 0.00112 0.100 0.0335
61.0 16 16.13194740716666 3.966177929388349 8.0 5.0 5.0 5.0 1.9 0.30 0.25 0.11 0.50 5.0 3.6 1.5 4.0 1.2 3.00 0.938 1.40 0.500 1.18 0.102 0.100 5.14e-07 0.100 0.000717 17.7 3.76 28.1 1.85 5.30 0.163 0.0956 0.00112 0.100 0.0335
62.0 16 16.13194740716666 3.966177929388349 8.0 5.0 5.0 5.0 1.9 0.30 0.25 0.11 0.50 5.0 3.6 1.5 4.0 1.2 3.00 0.938 1.40 0.500 1.18 0.102 0.100 5.14e-07 0.100 0.000717 17.7 3.76 28.1 1.85 5.30 0.163 0.0956 0.00112 0.100 0.0335
63.0 16 16.13194740716666 3.966177929388349 8.0 5.0 5.0 5.0 1.9 0.30 0.25 0.11 0.50 5.0 3.6 1.5 4.0 1.2 3.00 0.938 1.40 0.500 1.18 0.102 0.100 5.14e-07 0.100 0.000717 17.7 3.76 28.1 1.85 5.30 0.163 0.0956 0.00112 0.100 0.0335
64.0 17 16.089391989616473 3.5650118197507514 8.0 5.0 5.0 5.0 2.0 0.30 0.26 0.11 0.51 6.0 3.8 1.8 4.0 1.3 3.00 0.941 1.31 1.00 1.14 0.102 0.100 4.86e-07 0.100 0.000697 17.7 3.54 27.1 1.71 5.21 0.163 0.0959 0.00105 0.100 0.0325
65.0 17 16.089391989616473 3.5650118197507514 8.0 5.0 5.0 5.0 2.0 0.30 0.26 0.11 0.51 6.0 3.8 1.8 4.0 1.3 3.00 0.941 1.31 1.00 1.14 0.102 0.100 4.86e-07 0.100 0.000697 17.7 3.54 27.1 1.71 5.21 0.163 0.0929 0.00117 0.100 0.0343
66.0 17 16.089391989616473 3.5650118197507514 8.0 5.0 5.0 5.0 2.0 0.30 0.26 0.11 0.51 6.0 3.8 1.8 4.0 1.3 3.00 0.941 1.31 1.00 1.14 0.102 0.100 4.86e-07 0.100 0.000697 17.7 3.54 27.1 1.71 5.21 0.163 0.0929 0.00117 0.100 0.0343
67.0 17 16.089391989616473 3.5650118197507514 8.0 5.0 5.0 5.0 2.0 0.30 0.26 0.11 0.51 6.0 3.8 1.8 4.0 1.3 3.00 0.941 1.31 1.00 1.14 0.102 0.100 4.86e-07 0.100 0.000697 17.7 3.54 27.1 1.71 5.21 0.163 0.0929 0.00117 0.100 0.0343
68.0 17 16.089391989616473 3.5650118197507514 8.0 5.0 5.0 5.0 2.0 0.30 0.26 0.11 0.51 6.0 3.8 1.8 4.0 1.3 3.00 0.941 1.31 1.00 1.14 0.102 0.100 4.86e-07 0.100 0.000697 17.7 3.54 27.1 1.71 5.21 0.163 0.0929 0.00117 0.100 0.0343
69.0 17 16.089391989616473 3.5650118197507514 8.0 5.0 5.0 5.0 2.0 0.30 0.26 0.11 0.51 6.0 3.8 1.8 4.0 1.3 3.00 0.941 1.31 1.00 1.14 0.102 0.100 4.86e-07 0.100 0.000697 18.6 3.62 29.5 1.71 5.43 0.163 0.0907 0.00107 0.100 0.0327
70.0 17 16.089391989616473 3.5650118197507514 8.0 5.0 5.0 5.0 2.0 0.30 0.26 0.11 0.51 6.0 3.8 1.8 4.0 1.3 3.00 0.941 1.31 1.00 1.14 0.102 0.100 4.86e-07 0.100 0.000697 19.1 4.38 41.2 1.59 6.42 0.163 0.0907 0.00107 0.100 0.0327
71.0 17 16.089391989616473 3.5650118197507514 8.0 5.0 5.0 5.0 2.0 0.30 0.26 0.11 0.51 6.0 3.8 1.8 4.0 1.3 3.00 0.941 1.31 1.00 1.14 0.102 0.100 4.86e-07 0.100 0.000697 19.1 4.38 41.2 1.59 6.42 0.163 0.0907 0.00107 0.100 0.0327
72.0 17 16.089391989616473 3.5650118197507514 8.0 5.0 5.0 5.0 2.0 0.30 0.26 0.11 0.51 6.0 3.8 1.8 4.0 1.3 3.00 0.941 1.31 1.00 1.14 0.102 0.100 4.86e-07 0.100 0.000697 19.1 4.38 41.2 1.59 6.42 0.163 0.0907 0.00107 0.100 0.0327
73.0 17 16.089391989616473 3.5650118197507514 8.0 5.0 5.0 5.0 2.0 0.30 0.26 0.11 0.51 6.0 3.8 1.8 4.0 1.3 3.00 0.941 1.31 1.00 1.14 0.102 0.100 4.86e-07 0.100 0.000697 19.1 4.38 41.2 1.59 6.42 0.163 0.0907 0.00107 0.100 0.0327
74.0 17 16.089391989616473 3.5650118197507514 8.0 5.0 5.0 5.0 2.0 0.30 0.26 0.11 0.51 6.0 3.8 1.8 4.0 1.3 3.00 0.941 1.31 1.00 1.14 0.102 0.100 4.86e-07 0.100 0.000697 19.1 4.38 41.2 1.59 6.42 0.163 0.0907 0.00107 0.100 0.0327
75.0 20 16.011445130336092 1.855616069031219 10.0 5.0 5.0 5.0 2.4 0.31 0.32 0.12 0.56 6.0 3.8 1.9 3.5 1.4 3.00 0.950 1.42 0.500 1.19 0.102 0.100 4.19e-07 0.100 0.000647 19.1 3.73 37.3 1.13 6.11 0.163 0.0921 0.000911 0.100 0.0302
76.0 20 16.011445130336092 1.855616069031219 10.0 5.0 5.0 5.0 2.4 0.31 0.32 0.12 0.56 6.0 3.8 1.9 3.5 1.4 3.00 0.950 1.42 0.500 1.19 0.102 0.100 4.19e-07 0.100 0.000647 19.1 3.73 37.3 1.13 6.11 0.163 0.0946 0.00108 0.100 0.0328
77.0 20 16.011445130336092 1.855616069031219 10.0 5.0 5.0 5.0 2.4 0.31 0.32 0.12 0.56 6.0 3.8 1.9 3.5 1.4 3.00 0.950 1.42 0.500 1.19 0.102 0.100 4.19e-07 0.100 0.000647 19.1 3.73 37.3 1.13 6.11 0.163 0.0959 0.000991 0.100 0.0315
78.0 20 16.011445130336092 1.855616069031219 10.0 5.0 5.0 5.0 2.4 0.31 0.32 0.12 0.56 6.0 3.8 1.9 3.5 1.4 3.00 0.950 1.42 0.500 1.19 0.102 0.100 4.19e-07 0.100 0.000647 19.1 3.73 37.3 1.13 6.11 0.163 0.0959 0.000991 0.100 0.0315
