#####################################################################
# Alchemist log file - simulation started at: 2025-02-19T18:53+0000 #
#####################################################################
#
# seed = 154.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord network-diameter[max] network-diameter[mean] network-diameter[median] network-density[max] network-density[mean] network-density[variance] network-density[median] network-density[StandardDeviation] nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] 
13.0 11 4.2352538998243014 2.411900143091868 4.0 4.0 4.0 1.1 0.22 0.095 0.13 0.31 4.0 2.4 1.7 2.0 1.3 3.00 0.909 1.89 0.00 1.38 0.102 0.100 3.15e-07 0.100 0.000561 15.7 7.63 43.2 5.74 6.57 0.175 0.110 0.000712 0.100 0.0267
14.0 11 4.2352538998243014 2.411900143091868 4.0 4.0 4.0 1.1 0.22 0.095 0.13 0.31 4.0 2.4 1.7 2.0 1.3 3.00 0.909 1.89 0.00 1.38 0.102 0.100 3.15e-07 0.100 0.000561 15.7 7.63 43.2 5.74 6.57 0.175 0.115 0.000837 0.100 0.0289
15.0 11 4.2352538998243014 2.411900143091868 4.0 4.0 4.0 1.1 0.22 0.095 0.13 0.31 4.0 2.4 1.7 2.0 1.3 3.00 0.909 1.89 0.00 1.38 0.102 0.100 3.15e-07 0.100 0.000561 15.7 7.63 43.2 5.74 6.57 0.175 0.117 0.00107 0.100 0.0327
16.0 11 4.2352538998243014 2.411900143091868 4.0 4.0 4.0 1.1 0.22 0.095 0.13 0.31 4.0 2.4 1.7 2.0 1.3 3.00 0.909 1.89 0.00 1.38 0.102 0.100 3.15e-07 0.100 0.000561 15.7 7.94 46.4 5.74 6.81 0.188 0.119 0.00119 0.100 0.0346
17.0 11 4.2352538998243014 2.411900143091868 4.0 4.0 4.0 1.1 0.22 0.095 0.13 0.31 4.0 2.4 1.7 2.0 1.3 3.00 0.909 1.89 0.00 1.38 0.102 0.100 3.15e-07 0.100 0.000561 12.8 5.99 15.4 5.64 3.93 0.188 0.119 0.00119 0.100 0.0346
18.0 11 4.2352538998243014 2.411900143091868 4.0 4.0 4.0 1.1 0.22 0.095 0.13 0.31 4.0 2.4 1.7 2.0 1.3 3.00 0.909 1.89 0.00 1.38 0.102 0.100 3.15e-07 0.100 0.000561 12.8 5.99 15.4 5.64 3.93 0.188 0.119 0.00119 0.100 0.0346
19.0 11 4.2352538998243014 2.411900143091868 4.0 4.0 4.0 1.1 0.22 0.095 0.13 0.31 4.0 2.4 1.7 2.0 1.3 3.00 0.909 1.89 0.00 1.38 0.102 0.100 3.15e-07 0.100 0.000561 12.8 5.99 15.4 5.64 3.93 0.188 0.119 0.00119 0.100 0.0346
20.0 11 4.2352538998243014 2.411900143091868 4.0 4.0 4.0 1.1 0.22 0.095 0.13 0.31 4.0 2.4 1.7 2.0 1.3 3.00 0.909 1.89 0.00 1.38 0.102 0.100 3.15e-07 0.100 0.000561 12.8 5.99 15.4 5.64 3.93 0.188 0.119 0.00119 0.100 0.0346
21.0 12 4.006313349386804 3.1938047659922018 5.0 5.0 5.0 1.2 0.22 0.10 0.14 0.32 4.0 2.3 1.5 2.0 1.2 3.00 0.917 1.72 0.00 1.31 0.102 0.100 7.26e-07 0.100 0.000852 12.8 5.49 17.0 4.46 4.13 0.188 0.117 0.00111 0.100 0.0333
22.0 12 4.006313349386804 3.1938047659922018 5.0 5.0 5.0 1.2 0.22 0.10 0.14 0.32 4.0 2.3 1.5 2.0 1.2 3.00 0.917 1.72 0.00 1.31 0.102 0.100 7.26e-07 0.100 0.000852 12.8 5.49 17.0 4.46 4.13 0.188 0.113 0.00146 0.100 0.0382
23.0 12 4.006313349386804 3.1938047659922018 5.0 5.0 5.0 1.2 0.22 0.10 0.14 0.32 4.0 2.3 1.5 2.0 1.2 3.00 0.917 1.72 0.00 1.31 0.102 0.100 7.26e-07 0.100 0.000852 12.8 5.49 17.0 4.46 4.13 0.188 0.111 0.00135 0.100 0.0367
24.0 12 4.006313349386804 3.1938047659922018 5.0 5.0 5.0 1.2 0.22 0.10 0.14 0.32 4.0 2.3 1.5 2.0 1.2 3.00 0.917 1.72 0.00 1.31 0.102 0.100 7.26e-07 0.100 0.000852 12.8 5.49 17.0 4.46 4.13 0.188 0.110 0.00122 0.100 0.0349
25.0 12 4.006313349386804 3.1938047659922018 5.0 5.0 5.0 1.2 0.22 0.10 0.14 0.32 4.0 2.3 1.5 2.0 1.2 3.00 0.917 1.72 0.00 1.31 0.102 0.100 7.26e-07 0.100 0.000852 14.2 5.73 21.1 4.46 4.59 0.181 0.110 0.00115 0.100 0.0339
26.0 12 4.006313349386804 3.1938047659922018 5.0 5.0 5.0 1.2 0.22 0.10 0.14 0.32 4.0 2.3 1.5 2.0 1.2 3.00 0.917 1.72 0.00 1.31 0.102 0.100 7.26e-07 0.100 0.000852 14.2 3.84 21.8 2.10 4.67 0.181 0.110 0.00115 0.100 0.0339
27.0 12 4.006313349386804 3.1938047659922018 5.0 5.0 5.0 1.2 0.22 0.10 0.14 0.32 4.0 2.3 1.5 2.0 1.2 3.00 0.917 1.72 0.00 1.31 0.102 0.100 7.26e-07 0.100 0.000852 14.2 3.84 21.8 2.10 4.67 0.181 0.110 0.00115 0.100 0.0339
28.0 12 4.006313349386804 3.1938047659922018 5.0 5.0 5.0 1.2 0.22 0.10 0.14 0.32 4.0 2.3 1.5 2.0 1.2 3.00 0.917 1.72 0.00 1.31 0.102 0.100 7.26e-07 0.100 0.000852 14.2 3.84 21.8 2.10 4.67 0.181 0.110 0.00115 0.100 0.0339
29.0 12 4.006313349386804 3.1938047659922018 5.0 5.0 5.0 1.2 0.22 0.10 0.14 0.32 4.0 2.3 1.5 2.0 1.2 3.00 0.917 1.72 0.00 1.31 0.102 0.100 7.26e-07 0.100 0.000852 14.2 3.84 21.8 2.10 4.67 0.181 0.110 0.00115 0.100 0.0339
30.0 12 4.006313349386804 3.1938047659922018 5.0 5.0 5.0 1.2 0.22 0.10 0.14 0.32 4.0 2.3 1.5 2.0 1.2 3.00 0.917 1.72 0.00 1.31 0.102 0.100 7.26e-07 0.100 0.000852 14.2 3.84 21.8 2.10 4.67 0.181 0.110 0.00115 0.100 0.0339
31.0 13 4.83036396848506 2.8409823841026602 6.0 6.0 6.0 1.3 0.23 0.12 0.12 0.34 4.0 2.3 1.6 2.0 1.3 3.00 0.923 1.58 0.00 1.26 0.102 0.100 6.75e-07 0.100 0.000822 14.2 3.54 21.1 1.67 4.60 0.181 0.109 0.00106 0.100 0.0325
32.0 13 4.83036396848506 2.8409823841026602 6.0 6.0 6.0 1.3 0.23 0.12 0.12 0.34 4.0 2.3 1.6 2.0 1.3 3.00 0.923 1.58 0.00 1.26 0.102 0.100 6.75e-07 0.100 0.000822 14.2 3.54 21.1 1.67 4.60 0.181 0.105 0.00132 0.100 0.0364
33.0 13 4.83036396848506 2.8409823841026602 6.0 6.0 6.0 1.3 0.23 0.12 0.12 0.34 4.0 2.3 1.6 2.0 1.3 3.00 0.923 1.58 0.00 1.26 0.102 0.100 6.75e-07 0.100 0.000822 14.2 3.54 21.1 1.67 4.60 0.181 0.105 0.00132 0.100 0.0364
34.0 13 4.83036396848506 2.8409823841026602 6.0 6.0 6.0 1.3 0.23 0.12 0.12 0.34 4.0 2.3 1.6 2.0 1.3 3.00 0.923 1.58 0.00 1.26 0.102 0.100 6.75e-07 0.100 0.000822 14.2 3.54 21.1 1.67 4.60 0.181 0.105 0.00132 0.100 0.0364
35.0 13 4.83036396848506 2.8409823841026602 6.0 6.0 6.0 1.3 0.23 0.12 0.12 0.34 4.0 2.3 1.6 2.0 1.3 3.00 0.923 1.58 0.00 1.26 0.102 0.100 6.75e-07 0.100 0.000822 14.2 3.54 21.1 1.67 4.60 0.181 0.105 0.00132 0.100 0.0364
36.0 13 4.83036396848506 2.8409823841026602 6.0 6.0 6.0 1.3 0.23 0.12 0.12 0.34 4.0 2.3 1.6 2.0 1.3 3.00 0.923 1.58 0.00 1.26 0.102 0.100 6.75e-07 0.100 0.000822 15.5 3.72 25.1 1.67 5.01 0.163 0.102 0.00109 0.100 0.0330
37.0 13 4.83036396848506 2.8409823841026602 6.0 6.0 6.0 1.3 0.23 0.12 0.12 0.34 4.0 2.3 1.6 2.0 1.3 3.00 0.923 1.58 0.00 1.26 0.102 0.100 6.75e-07 0.100 0.000822 15.5 4.40 30.6 1.66 5.53 0.163 0.102 0.00109 0.100 0.0330
38.0 13 4.83036396848506 2.8409823841026602 6.0 6.0 6.0 1.3 0.23 0.12 0.12 0.34 4.0 2.3 1.6 2.0 1.3 3.00 0.923 1.58 0.00 1.26 0.102 0.100 6.75e-07 0.100 0.000822 15.5 4.40 30.6 1.66 5.53 0.163 0.102 0.00109 0.100 0.0330
39.0 13 4.83036396848506 2.8409823841026602 6.0 6.0 6.0 1.3 0.23 0.12 0.12 0.34 4.0 2.3 1.6 2.0 1.3 3.00 0.923 1.58 0.00 1.26 0.102 0.100 6.75e-07 0.100 0.000822 15.5 4.40 30.6 1.66 5.53 0.163 0.102 0.00109 0.100 0.0330
40.0 13 4.83036396848506 2.8409823841026602 6.0 6.0 6.0 1.3 0.23 0.12 0.12 0.34 4.0 2.3 1.6 2.0 1.3 3.00 0.923 1.58 0.00 1.26 0.102 0.100 6.75e-07 0.100 0.000822 15.5 4.40 30.6 1.66 5.53 0.163 0.102 0.00109 0.100 0.0330
41.0 13 4.83036396848506 2.8409823841026602 6.0 6.0 6.0 1.3 0.23 0.12 0.12 0.34 4.0 2.3 1.6 2.0 1.3 3.00 0.923 1.58 0.00 1.26 0.102 0.100 6.75e-07 0.100 0.000822 15.5 4.40 30.6 1.66 5.53 0.163 0.102 0.00109 0.100 0.0330
42.0 15 6.7596884379529305 2.2589145612093597 7.0 7.0 7.0 1.5 0.23 0.14 0.088 0.37 4.0 2.4 1.3 2.0 1.1 3.00 0.933 1.50 0.00 1.22 0.102 0.100 5.93e-07 0.100 0.000770 15.5 3.81 28.6 1.35 5.35 0.163 0.102 0.000935 0.100 0.0306
43.0 15 6.7596884379529305 2.2589145612093597 7.0 7.0 7.0 1.5 0.23 0.14 0.088 0.37 4.0 2.4 1.3 2.0 1.1 3.00 0.933 1.50 0.00 1.22 0.102 0.100 5.93e-07 0.100 0.000770 15.5 3.81 28.6 1.35 5.35 0.163 0.102 0.000935 0.100 0.0306
44.0 15 6.7596884379529305 2.2589145612093597 7.0 7.0 7.0 1.5 0.23 0.14 0.088 0.37 4.0 2.4 1.3 2.0 1.1 3.00 0.933 1.50 0.00 1.22 0.102 0.100 5.93e-07 0.100 0.000770 15.5 3.81 28.6 1.35 5.35 0.163 0.102 0.000935 0.100 0.0306
45.0 15 6.7596884379529305 2.2589145612093597 7.0 7.0 7.0 1.5 0.23 0.14 0.088 0.37 4.0 2.4 1.3 2.0 1.1 3.00 0.933 1.50 0.00 1.22 0.102 0.100 5.93e-07 0.100 0.000770 15.5 3.81 28.6 1.35 5.35 0.163 0.102 0.000935 0.100 0.0306
46.0 15 6.7596884379529305 2.2589145612093597 7.0 7.0 7.0 1.5 0.23 0.14 0.088 0.37 4.0 2.4 1.3 2.0 1.1 3.00 0.933 1.50 0.00 1.22 0.102 0.100 5.93e-07 0.100 0.000770 15.5 3.81 28.6 1.35 5.35 0.163 0.102 0.000935 0.100 0.0306
47.0 15 6.7596884379529305 2.2589145612093597 7.0 7.0 7.0 1.5 0.23 0.14 0.088 0.37 4.0 2.4 1.3 2.0 1.1 3.00 0.933 1.50 0.00 1.22 0.102 0.100 5.93e-07 0.100 0.000770 16.7 4.17 36.8 1.35 6.07 0.163 0.102 0.000935 0.100 0.0306
48.0 15 6.7596884379529305 2.2589145612093597 7.0 7.0 7.0 1.5 0.23 0.14 0.088 0.37 4.0 2.4 1.3 2.0 1.1 3.00 0.933 1.50 0.00 1.22 0.102 0.100 5.93e-07 0.100 0.000770 16.7 4.82 27.1 2.11 5.21 0.163 0.102 0.000935 0.100 0.0306
49.0 15 6.7596884379529305 2.2589145612093597 7.0 7.0 7.0 1.5 0.23 0.14 0.088 0.37 4.0 2.4 1.3 2.0 1.1 3.00 0.933 1.50 0.00 1.22 0.102 0.100 5.93e-07 0.100 0.000770 16.7 4.82 27.1 2.11 5.21 0.163 0.102 0.000935 0.100 0.0306
50.0 15 6.7596884379529305 2.2589145612093597 7.0 7.0 7.0 1.5 0.23 0.14 0.088 0.37 4.0 2.4 1.3 2.0 1.1 3.00 0.933 1.50 0.00 1.22 0.102 0.100 5.93e-07 0.100 0.000770 16.7 4.82 27.1 2.11 5.21 0.163 0.102 0.000935 0.100 0.0306
51.0 15 6.7596884379529305 2.2589145612093597 7.0 7.0 7.0 1.5 0.23 0.14 0.088 0.37 4.0 2.4 1.3 2.0 1.1 3.00 0.933 1.50 0.00 1.22 0.102 0.100 5.93e-07 0.100 0.000770 16.7 4.82 27.1 2.11 5.21 0.163 0.102 0.000935 0.100 0.0306
52.0 15 6.7596884379529305 2.2589145612093597 7.0 7.0 7.0 1.5 0.23 0.14 0.088 0.37 4.0 2.4 1.3 2.0 1.1 3.00 0.933 1.50 0.00 1.22 0.102 0.100 5.93e-07 0.100 0.000770 16.7 4.82 27.1 2.11 5.21 0.163 0.102 0.000935 0.100 0.0306
53.0 16 7.664353095467301 2.436960291639569 8.0 8.0 8.0 1.6 0.23 0.15 0.079 0.38 4.0 2.4 1.3 2.5 1.1 3.00 0.938 1.40 0.500 1.18 0.102 0.100 5.59e-07 0.100 0.000747 16.7 4.52 26.8 2.09 5.17 0.163 0.102 0.000873 0.100 0.0295
54.0 16 7.664353095467301 2.436960291639569 8.0 8.0 8.0 1.6 0.23 0.15 0.079 0.38 4.0 2.4 1.3 2.5 1.1 3.00 0.938 1.40 0.500 1.18 0.102 0.100 5.59e-07 0.100 0.000747 16.7 4.52 26.8 2.09 5.17 0.163 0.0986 0.00104 0.100 0.0323
55.0 16 7.664353095467301 2.436960291639569 8.0 8.0 8.0 1.6 0.23 0.15 0.079 0.38 4.0 2.4 1.3 2.5 1.1 3.00 0.938 1.40 0.500 1.18 0.102 0.100 5.59e-07 0.100 0.000747 16.7 4.52 26.8 2.09 5.17 0.163 0.0970 0.00107 0.100 0.0328
56.0 16 7.664353095467301 2.436960291639569 8.0 8.0 8.0 1.6 0.23 0.15 0.079 0.38 4.0 2.4 1.3 2.5 1.1 3.00 0.938 1.40 0.500 1.18 0.102 0.100 5.59e-07 0.100 0.000747 16.7 4.52 26.8 2.09 5.17 0.163 0.0962 0.00116 0.100 0.0341
57.0 16 7.664353095467301 2.436960291639569 8.0 8.0 8.0 1.6 0.23 0.15 0.079 0.38 4.0 2.4 1.3 2.5 1.1 3.00 0.938 1.40 0.500 1.18 0.102 0.100 5.59e-07 0.100 0.000747 16.7 4.52 26.8 2.09 5.17 0.163 0.0962 0.00116 0.100 0.0341
58.0 16 7.664353095467301 2.436960291639569 8.0 8.0 8.0 1.6 0.23 0.15 0.079 0.38 4.0 2.4 1.3 2.5 1.1 3.00 0.938 1.40 0.500 1.18 0.102 0.100 5.59e-07 0.100 0.000747 17.7 4.72 31.9 2.09 5.65 0.163 0.0956 0.00112 0.100 0.0335
59.0 16 7.664353095467301 2.436960291639569 8.0 8.0 8.0 1.6 0.23 0.15 0.079 0.38 4.0 2.4 1.3 2.5 1.1 3.00 0.938 1.40 0.500 1.18 0.102 0.100 5.59e-07 0.100 0.000747 17.7 3.76 28.1 1.85 5.30 0.163 0.0956 0.00112 0.100 0.0335
60.0 16 7.664353095467301 2.436960291639569 8.0 8.0 8.0 1.6 0.23 0.15 0.079 0.38 4.0 2.4 1.3 2.5 1.1 3.00 0.938 1.40 0.500 1.18 0.102 0.100 5.59e-07 0.100 0.000747 17.7 3.76 28.1 1.85 5.30 0.163 0.0956 0.00112 0.100 0.0335
61.0 16 7.664353095467301 2.436960291639569 8.0 8.0 8.0 1.6 0.23 0.15 0.079 0.38 4.0 2.4 1.3 2.5 1.1 3.00 0.938 1.40 0.500 1.18 0.102 0.100 5.59e-07 0.100 0.000747 17.7 3.76 28.1 1.85 5.30 0.163 0.0956 0.00112 0.100 0.0335
62.0 16 7.664353095467301 2.436960291639569 8.0 8.0 8.0 1.6 0.23 0.15 0.079 0.38 4.0 2.4 1.3 2.5 1.1 3.00 0.938 1.40 0.500 1.18 0.102 0.100 5.59e-07 0.100 0.000747 17.7 3.76 28.1 1.85 5.30 0.163 0.0956 0.00112 0.100 0.0335
63.0 16 7.664353095467301 2.436960291639569 8.0 8.0 8.0 1.6 0.23 0.15 0.079 0.38 4.0 2.4 1.3 2.5 1.1 3.00 0.938 1.40 0.500 1.18 0.102 0.100 5.59e-07 0.100 0.000747 17.7 3.76 28.1 1.85 5.30 0.163 0.0956 0.00112 0.100 0.0335
64.0 17 8.04670152654222 2.237570492804811 8.0 8.0 8.0 1.7 0.23 0.16 0.084 0.40 4.0 2.6 1.6 3.0 1.3 3.00 0.941 1.31 1.00 1.14 0.102 0.100 5.28e-07 0.100 0.000727 17.7 3.54 27.1 1.71 5.21 0.163 0.0959 0.00105 0.100 0.0325
65.0 17 8.04670152654222 2.237570492804811 8.0 8.0 8.0 1.7 0.23 0.16 0.084 0.40 4.0 2.6 1.6 3.0 1.3 3.00 0.941 1.31 1.00 1.14 0.102 0.100 5.28e-07 0.100 0.000727 17.7 3.54 27.1 1.71 5.21 0.163 0.0929 0.00117 0.100 0.0343
66.0 17 8.04670152654222 2.237570492804811 8.0 8.0 8.0 1.7 0.23 0.16 0.084 0.40 4.0 2.6 1.6 3.0 1.3 3.00 0.941 1.31 1.00 1.14 0.102 0.100 5.28e-07 0.100 0.000727 17.7 3.54 27.1 1.71 5.21 0.163 0.0929 0.00117 0.100 0.0343
67.0 17 8.04670152654222 2.237570492804811 8.0 8.0 8.0 1.7 0.23 0.16 0.084 0.40 4.0 2.6 1.6 3.0 1.3 3.00 0.941 1.31 1.00 1.14 0.102 0.100 5.28e-07 0.100 0.000727 17.7 3.54 27.1 1.71 5.21 0.163 0.0929 0.00117 0.100 0.0343
68.0 17 8.04670152654222 2.237570492804811 8.0 8.0 8.0 1.7 0.23 0.16 0.084 0.40 4.0 2.6 1.6 3.0 1.3 3.00 0.941 1.31 1.00 1.14 0.102 0.100 5.28e-07 0.100 0.000727 17.7 3.54 27.1 1.71 5.21 0.163 0.0929 0.00117 0.100 0.0343
69.0 17 8.04670152654222 2.237570492804811 8.0 8.0 8.0 1.7 0.23 0.16 0.084 0.40 4.0 2.6 1.6 3.0 1.3 3.00 0.941 1.31 1.00 1.14 0.102 0.100 5.28e-07 0.100 0.000727 18.6 3.62 29.5 1.71 5.43 0.163 0.0907 0.00107 0.100 0.0327
70.0 17 8.04670152654222 2.237570492804811 8.0 8.0 8.0 1.7 0.23 0.16 0.084 0.40 4.0 2.6 1.6 3.0 1.3 3.00 0.941 1.31 1.00 1.14 0.102 0.100 5.28e-07 0.100 0.000727 19.1 4.38 41.2 1.59 6.42 0.163 0.0907 0.00107 0.100 0.0327
71.0 17 8.04670152654222 2.237570492804811 8.0 8.0 8.0 1.7 0.23 0.16 0.084 0.40 4.0 2.6 1.6 3.0 1.3 3.00 0.941 1.31 1.00 1.14 0.102 0.100 5.28e-07 0.100 0.000727 19.1 4.38 41.2 1.59 6.42 0.163 0.0907 0.00107 0.100 0.0327
72.0 17 8.04670152654222 2.237570492804811 8.0 8.0 8.0 1.7 0.23 0.16 0.084 0.40 4.0 2.6 1.6 3.0 1.3 3.00 0.941 1.31 1.00 1.14 0.102 0.100 5.28e-07 0.100 0.000727 19.1 4.38 41.2 1.59 6.42 0.163 0.0907 0.00107 0.100 0.0327
73.0 17 8.04670152654222 2.237570492804811 8.0 8.0 8.0 1.7 0.23 0.16 0.084 0.40 4.0 2.6 1.6 3.0 1.3 3.00 0.941 1.31 1.00 1.14 0.102 0.100 5.28e-07 0.100 0.000727 19.1 4.38 41.2 1.59 6.42 0.163 0.0907 0.00107 0.100 0.0327
74.0 17 8.04670152654222 2.237570492804811 8.0 8.0 8.0 1.7 0.23 0.16 0.084 0.40 4.0 2.6 1.6 3.0 1.3 3.00 0.941 1.31 1.00 1.14 0.102 0.100 5.28e-07 0.100 0.000727 19.1 4.38 41.2 1.59 6.42 0.163 0.0907 0.00107 0.100 0.0327
75.0 20 9.021821849557872 1.5887273631819 8.0 8.0 8.0 2.0 0.24 0.19 0.099 0.43 6.0 3.4 2.9 4.0 1.7 3.00 0.950 1.42 0.500 1.19 0.102 0.100 4.54e-07 0.100 0.000673 19.1 3.73 37.3 1.13 6.11 0.163 0.0921 0.000911 0.100 0.0302
76.0 20 9.021821849557872 1.5887273631819 8.0 8.0 8.0 2.0 0.24 0.19 0.099 0.43 6.0 3.4 2.9 4.0 1.7 3.00 0.950 1.42 0.500 1.19 0.102 0.100 4.54e-07 0.100 0.000673 19.1 3.73 37.3 1.13 6.11 0.163 0.0946 0.00108 0.100 0.0328
77.0 20 9.021821849557872 1.5887273631819 8.0 8.0 8.0 2.0 0.24 0.19 0.099 0.43 6.0 3.4 2.9 4.0 1.7 3.00 0.950 1.42 0.500 1.19 0.102 0.100 4.54e-07 0.100 0.000673 19.1 3.73 37.3 1.13 6.11 0.163 0.0959 0.000991 0.100 0.0315
78.0 20 9.021821849557872 1.5887273631819 8.0 8.0 8.0 2.0 0.24 0.19 0.099 0.43 6.0 3.4 2.9 4.0 1.7 3.00 0.950 1.42 0.500 1.19 0.102 0.100 4.54e-07 0.100 0.000673 19.1 3.73 37.3 1.13 6.11 0.163 0.0959 0.000991 0.100 0.0315
79.0 20 9.021821849557872 1.5887273631819 8.0 8.0 8.0 2.0 0.24 0.19 0.099 0.43 6.0 3.4 2.9 4.0 1.7 3.00 0.950 1.42 0.500 1.19 0.102 0.100 4.54e-07 0.100 0.000673 19.1 3.73 37.3 1.13 6.11 0.163 0.0959 0.000991 0.100 0.0315
80.0 20 9.021821849557872 1.5887273631819 8.0 8.0 8.0 2.0 0.24 0.19 0.099 0.43 6.0 3.4 2.9 4.0 1.7 3.00 0.950 1.42 0.500 1.19 0.102 0.100 4.54e-07 0.100 0.000673 20.8 4.10 48.1 1.13 6.94 0.163 0.0968 0.00102 0.100 0.0319
